carrier,invoice_id,invoice_date,shipment_id,posting_date,customer_ref,service_raw,service_class,bultos_count,weight_kg,origin_country,destination_country,base_cost,fuel_surcharge,other_surcharges,total_net,currency,año,mes,source_file
seur,30490,2021-10-31,7449162,2021-10-07,21168380,,parcel,2,1.5890000000000002,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449167,2021-10-07,21168347,,parcel,1,1.472,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449170,2021-10-07,21168348,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449173,2021-10-07,21168349,,parcel,1,3.338,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449175,2021-10-07,21168453,,parcel,2,10.5,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449180,2021-10-07,21168382,,parcel,2,18.5,ES,,,,0.0,-0.9,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449182,2021-10-07,21168353,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449183,2021-10-07,21168354,,parcel,1,6.15,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449186,2021-10-07,21168355,,parcel,2,16.9,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449189,2021-10-07,21168356,,parcel,1,0.2,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449191,2021-10-07,21168358,,parcel,1,0.4,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449194,2021-10-07,21168451,,parcel,2,9.2,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449198,2021-10-07,21168360,,parcel,1,5.451,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449199,2021-10-07,21168361,,parcel,3,26.7,ES,,,,0.0,-0.41000000000000003,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449203,2021-10-07,21168362,,parcel,1,0.9500000000000001,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449205,2021-10-07,21168442,,parcel,2,14.25,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449209,2021-10-07,21168364,,parcel,1,0.2,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449211,2021-10-07,21168365,,parcel,2,9.477,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449215,2021-10-07,21168366,,parcel,3,17.55,ES,,,,0.0,-0.9,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449219,2021-10-07,21168368,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449222,2021-10-07,21168370,,parcel,1,0.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449224,2021-10-07,21168371,,parcel,1,0.6,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449227,2021-10-07,21168374,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449230,2021-10-07,21168376,,parcel,1,5.451,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449233,2021-10-07,21168377,,parcel,1,5.798,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449235,2021-10-07,21168378,,parcel,1,17.45,ES,,,,0.0,-0.68,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449238,2021-10-07,21168379,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449242,2021-10-07,21168384,,parcel,1,1.472,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449244,2021-10-07,21168385,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449246,2021-10-07,21168386,,parcel,1,1.571,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449247,2021-10-07,21168387,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449249,2021-10-07,21168388,,parcel,1,0.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449251,2021-10-07,21168390,,parcel,1,3.24,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449253,2021-10-07,21168393,,parcel,1,5.653,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449256,2021-10-07,21168399,,parcel,1,3.418,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449258,2021-10-07,21168401,,parcel,1,3.3170000000000006,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449260,2021-10-07,21168402,,parcel,1,1.472,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449263,2021-10-07,21168404,,parcel,1,1.472,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449266,2021-10-07,21168405,,parcel,1,1.496,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449268,2021-10-07,21168408,,parcel,1,5.451,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449271,2021-10-07,21168410,,parcel,1,3.338,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449273,2021-10-07,21168417,,parcel,1,128.256,ES,,,,0.0,-4.95,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449274,2021-10-07,21168426,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449277,2021-10-07,21168427,,parcel,3,21.0,ES,,,,0.0,-2.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449282,2021-10-07,21168429,,parcel,1,0.2,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449285,2021-10-07,21168430,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449290,2021-10-07,21168432,,parcel,2,12.1,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449291,2021-10-07,21168452,,parcel,2,1.219,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449296,2021-10-07,21168434,,parcel,2,11.192,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449298,2021-10-07,21168436,,parcel,2,13.65,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449299,2021-10-07,21168458,,parcel,2,17.95,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449300,2021-10-07,21168444,,parcel,1,5.47,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449301,2021-10-07,21168445,,parcel,2,6.719,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449302,2021-10-07,21168446,,parcel,1,7.8,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449303,2021-10-07,21168447,,parcel,3,19.9,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449304,2021-10-07,21168448,,parcel,3,18.0,ES,,,,0.0,-0.9,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449305,2021-10-07,21168450,,parcel,2,11.887,ES,,,,0.0,-0.6,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449306,2021-10-07,21168454,,parcel,1,0.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449307,2021-10-07,21168455,,parcel,1,5.275,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449308,2021-10-07,21168466,,parcel,1,2.725,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449309,2021-10-07,21168468,,parcel,1,4.2,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449310,2021-10-07,21168469,,parcel,1,8.8,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449311,2021-10-07,21168470,,parcel,1,5.451,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449312,2021-10-07,21168473,,parcel,3,20.3,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449313,2021-10-07,21168486,,parcel,1,5.275,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449314,2021-10-07,21168487,,parcel,1,13.950000000000001,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449315,2021-10-07,21168488,,parcel,2,18.55,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449316,2021-10-07,21168490,,parcel,1,11.9,ES,,,,0.0,-0.6,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449317,2021-10-07,21168491,,parcel,1,2.479,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449318,2021-10-07,21168493,,parcel,1,3.24,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449319,2021-10-07,21168494,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449320,2021-10-07,21168495,,parcel,1,1.5250000000000001,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449321,2021-10-07,21168496,,parcel,1,5.855,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449322,2021-10-07,21168497,,parcel,1,3.75,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449323,2021-10-07,21168498,,parcel,1,3.24,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449324,2021-10-07,402-9243748-7754743,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449325,2021-10-07,403-5101135-7888320,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449326,2021-10-07,404-3394037-4107528,,parcel,1,1.472,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449327,2021-10-07,405-2017816-7172313,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449328,2021-10-07,405-3852278-3204301,,parcel,1,0.15,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449329,2021-10-07,405-3961701-8537131,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449330,2021-10-07,405-5542950-8701912,,parcel,1,9.258,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449331,2021-10-07,405-9892212-9577944,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449332,2021-10-07,406-2473216-5087541,,parcel,1,1.0,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449333,2021-10-07,406-2832290-5998709,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449334,2021-10-07,408-0073668-3421918,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7449335,2021-10-07,408-9360726-8933917,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7451014,2021-10-07,21168369,,parcel,1,1.0,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,954150,2021-10-07,,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,2888793,2021-10-08,,,parcel,1,5.78,ES,,,,0.0,-0.56,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,3519725,2021-10-08,,,parcel,1,1.37,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,3520205,2021-10-08,21166057,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,4638331,2021-10-08,536049995369,,parcel,1,1.0,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,4638407,2021-10-08,21168354,,parcel,1,6.15,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30492,2021-10-31,5984436,2021-10-08,,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30494,2021-10-31,6027797,2021-10-08,99954,,parcel,2,11.700000000000001,ES,,,,0.0,-0.6,EUR,2021,10,2021-10.parquet
seur,30494,2021-10-31,6027798,2021-10-08,37921,,parcel,1,3.225,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30494,2021-10-31,6027799,2021-10-08,081021,,parcel,1,14.916000000000002,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30494,2021-10-31,6027800,2021-10-08,21168746,,parcel,1,24.0,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,742047,2021-10-08,452016573158,,parcel,1,1.0,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454966,2021-10-08,21168644,,parcel,2,13.784,ES,,,,0.0,-0.77,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454967,2021-10-08,21168541,,parcel,1,66.0,ES,,,,0.0,-2.43,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454968,2021-10-08,21014252,,parcel,1,0.1,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454969,2021-10-08,406-1691039-0836318,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454970,2021-10-08,21168661,,parcel,1,3.418,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454971,2021-10-08,406-6031042-3713139,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454972,2021-10-08,21168572,,parcel,2,9.285,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454973,2021-10-08,171-5106163-8833910,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454974,2021-10-08,21168716,,parcel,1,3.24,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454975,2021-10-08,21168671,,parcel,1,3.75,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454976,2021-10-08,21168732,,parcel,1,21.715,ES,,,,0.0,-0.76,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454977,2021-10-08,21168441,,parcel,2,8.669,ES,,,,0.0,-0.56,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454978,2021-10-08,403-6336674-6568367,,parcel,1,2.657,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454979,2021-10-08,408-3255570-5731561,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454980,2021-10-08,21168540,,parcel,1,0.2,ES,,,,0.0,-0.85,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454981,2021-10-08,21168532,,parcel,1,0.3,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454982,2021-10-08,171-5240593-4853168,,parcel,1,0.1,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454983,2021-10-08,21168533,,parcel,1,0.4,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454984,2021-10-08,21168740,,parcel,1,3.1980000000000004,ES,,,,0.0,-0.62,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454985,2021-10-08,21168699,,parcel,2,11.0,ES,,,,0.0,-0.29,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454986,2021-10-08,21014233,,parcel,1,9.5,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454987,2021-10-08,21014263,,parcel,1,0.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454988,2021-10-08,21168512,,parcel,2,21.650000000000002,ES,,,,0.0,-0.37,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454989,2021-10-08,21168639,,parcel,1,18.0,ES,,,,0.0,-0.9,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454990,2021-10-08,21168677,,parcel,1,16.85,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454991,2021-10-08,21014232,,parcel,1,0.4,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454992,2021-10-08,21168625,,parcel,1,17.0,ES,,,,0.0,-0.33,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454993,2021-10-08,21168548,,parcel,1,0.2,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454994,2021-10-08,21168703,,parcel,1,9.478,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454995,2021-10-08,21168536,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454996,2021-10-08,21014272,,parcel,1,2.725,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454997,2021-10-08,21168645,,parcel,1,2.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454998,2021-10-08,21168573,,parcel,3,23.400000000000002,ES,,,,0.0,-0.76,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7454999,2021-10-08,21168569,,parcel,1,1.5490000000000002,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455000,2021-10-08,407-7786364-1641116,,parcel,1,0.1,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455001,2021-10-08,21168689,,parcel,2,9.769,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455002,2021-10-08,21014280,,parcel,1,0.4,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455003,2021-10-08,21168649,,parcel,1,7.55,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455004,2021-10-08,21168735,,parcel,1,3.65,ES,,,,0.0,-0.62,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455005,2021-10-08,21168712,,parcel,4,30.5,ES,,,,0.0,-3.12,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455007,2021-10-08,21168722,,parcel,2,2.022,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455008,2021-10-08,21168726,,parcel,1,1.627,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455009,2021-10-08,21014271,,parcel,1,2.725,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455010,2021-10-08,21168693,,parcel,1,1.7,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455011,2021-10-08,21168720,,parcel,1,2.813,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455012,2021-10-08,21168626,,parcel,1,3.3000000000000003,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455013,2021-10-08,21168680,,parcel,1,22.22,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455014,2021-10-08,21168531,,parcel,1,0.6,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455015,2021-10-08,21014248,,parcel,1,21.313,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455016,2021-10-08,407-5178569-0212352,,parcel,1,0.2,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455017,2021-10-08,21168721,,parcel,1,2.479,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455018,2021-10-08,21014279,,parcel,1,3.338,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455019,2021-10-08,21168530,,parcel,1,5.451,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455020,2021-10-08,21014277,,parcel,1,5.41,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455021,2021-10-08,21168688,,parcel,2,8.29,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455022,2021-10-08,21014231,,parcel,2,21.1,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455023,2021-10-08,21168647,,parcel,1,3.8340000000000005,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455024,2021-10-08,21168725,,parcel,1,22.22,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455025,2021-10-08,21168525,,parcel,1,1.571,ES,,,,0.0,-0.85,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455026,2021-10-08,21168704,,parcel,2,4.9,ES,,,,0.0,-0.9400000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455027,2021-10-08,21168679,,parcel,1,8.8,ES,,,,0.0,-0.26,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455028,2021-10-08,21168646,,parcel,2,43.042,ES,,,,0.0,-1.79,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455029,2021-10-08,21014246,,parcel,1,21.327,ES,,,,0.0,-1.02,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455030,2021-10-08,21168733,,parcel,1,0.1,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455031,2021-10-08,406-7659710-4356347,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455032,2021-10-08,21168673,,parcel,1,5.451,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455033,2021-10-08,21168596,,parcel,2,8.869,ES,,,,0.0,-0.56,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455034,2021-10-08,171-4147224-4857142,,parcel,1,0.2,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455035,2021-10-08,21014264,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455036,2021-10-08,21168713,,parcel,2,17.628,ES,,,,0.0,-0.9,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455037,2021-10-08,21168561,,parcel,1,1.571,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455038,2021-10-08,21168566,,parcel,1,2.725,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455039,2021-10-08,21168586,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455040,2021-10-08,21168557,,parcel,1,1.5490000000000002,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455041,2021-10-08,21168516,,parcel,1,1.496,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455042,2021-10-08,21168594,,parcel,3,29.900000000000002,ES,,,,0.0,-0.41000000000000003,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455043,2021-10-08,21168553,,parcel,1,0.2,ES,,,,0.0,-0.18,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455044,2021-10-08,21168522,,parcel,1,3.418,ES,,,,0.0,-0.55,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455045,2021-10-08,21168698,,parcel,1,6.55,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455046,2021-10-08,402-4193072-1025140,,parcel,1,9.478,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455047,2021-10-08,21014151,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455048,2021-10-08,21168607,,parcel,1,1.571,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455049,2021-10-08,21014254,,parcel,1,1.571,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455050,2021-10-08,403-1376893-9611554,,parcel,1,0.5,ES,,,,0.0,-0.52,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455051,2021-10-08,21168627,,parcel,1,2.839,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455052,2021-10-08,21168691,,parcel,1,9.3,ES,,,,0.0,-0.6900000000000001,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455053,2021-10-08,21168702,,parcel,1,2.65,ES,,,,0.0,-0.19,EUR,2021,10,2021-10.parquet
seur,30490,2021-10-31,7455054,2021-10-08,407-2269830-1405110,,parcel,1,0.2,ES,,,,0.0,-0.58,EUR,2021,10,2021-10.parquet
